Scheme Name	Net Asset Value
WhiteOak Capital Flexi Cap Fund Regular Plan IDCW	18.047
WhiteOak Capital Flexi Cap Fund Regular Plan-Growth	18.047
360 ONE Focused Fund - Direct Plan - Dividend	54.0329
360 ONE Focused Fund - Regular Plan - Dividend	42.4529
360 ONE Focused Fund -Regular Plan - Growth	47.9803
360 ONE Focused Fund-Direct Plan-Growth	54.5897
Aditya Birla Sun Life Focused Fund - Growth - Direct Plan	168.6459
Aditya Birla Sun Life Focused Fund -Direct - IDCW	60.2083
Aditya Birla Sun Life Focused Fund -Growth Option	149.2065
Aditya Birla Sun Life Focused Fund -Regular - IDCW	25.4748
Axis Focused Fund - Direct Plan - Growth Option	64.77
Axis Focused Fund - Direct Plan - IDCW	35.99
Axis Focused Fund - Regular Plan - Growth Option	55.95
Axis Focused Fund - Regular Plan - IDCW	20.14
Bandhan Focused Fund - Direct Plan - Growth	105.914
Bandhan Focused Fund - Direct Plan - IDCW	36.175
Bandhan Focused Fund - Regular Plan - Growth	89.534
Bandhan Focused Fund - Regular Plan - IDCW	20.440
BARODA BNP PARIBAS Focused Fund - Direct Plan - Growth Option	25.7709
BARODA BNP PARIBAS Focused Fund - Direct Plan - IDCW Option	18.5300
BARODA BNP PARIBAS Focused Fund - Regular Plan - IDCW Option	16.2903
BARODA BNP PARIBAS Focused Fund - Regular Plan-Growth Option	22.6104
Canara Robeco Focused Fund - Direct Plan - Growth Option	22.2400
Canara Robeco Focused Fund - Direct Plan - IDCW (Payout/Reinvestment)	19.8900
Canara Robeco Focused Fund - Regular Plan - Growth Option	20.7200
Canara Robeco Focused Fund - Regular Plan - IDCW (Payout/Reinvestment)	18.4600
DSP Focused Fund - Direct Plan - Growth	63.417
DSP Focused Fund - Direct Plan - IDCW	44.576
DSP Focused Fund - Regular Plan - Growth	56.57
DSP Focused Fund - Regular Plan - IDCW	22.718
Edelweiss Focused Fund - Direct Plan - Growth	17.873
Edelweiss Focused Fund - Direct Plan - IDCW	17.873
Edelweiss Focused Fund - Regular Plan - Growth	16.925
Edelweiss Focused Fund - Regular Plan - IDCW	16.925
Franklin India Focused Equity Fund - Direct - Growth	126.4608
Franklin India Focused Equity Fund - Direct - IDCW 	44.0876
Franklin India Focused Equity Fund - Growth Plan	111.9426
Franklin India Focused Equity Fund - IDCW 	37.1812
HDFC Focused Fund - Growth Option - Direct Plan	273.342
HDFC Focused Fund - GROWTH PLAN	240.184
HDFC Focused Fund - IDCW Option - Direct Plan	34.751
HDFC Focused Fund - IDCW PLAN	26.667
HSBC Focused Fund - Direct Growth	27.8199
HSBC Focused Fund - Direct IDCW	22.599
HSBC Focused Fund - Regular Growth	25.827
HSBC Focused Fund - Regular IDCW	18.2606
ICICI Prudential Focused Equity Fund - Direct Plan - Growth	112.15
ICICI Prudential Focused Equity Fund - Direct Plan - IDCW	65.29
ICICI Prudential Focused Equity Fund - Growth	97.45
ICICI Prudential Focused Equity Fund - IDCW	28.71
Invesco India Focused Fund - Direct Plan - Growth	30.15
Invesco India Focused Fund - Direct Plan - IDCW (Payout / Reinvestment)	24.54
Invesco India Focused Fund - Regular Plan - Growth	27.9
Invesco India Focused Fund - Regular Plan - IDCW (Payout / Reinvestment)	22.46
ITI Focused Fund - Direct Plan - Growth	16.4845
ITI Focused Fund - Direct Plan - IDCW	16.4845
ITI Focused Fund - Regular Plan - Growth	15.7497
ITI Focused Fund - Regular Plan - IDCW	15.7497
JM Focused Fund (Direct)  - Growth Option	24.0414
JM Focused Fund (Direct) -  IDCW	23.5613
JM Focused Fund (Regular) - Growth Option	20.4792
JM Focused Fund (Regular) - IDCW	20.4784
Kotak Focused Fund- Direct Plan- Growth option	29.765
Kotak Focused Fund- Regular plan _ Growth Option	26.952
Kotak Focused Fund- Regular Plan-Income Distribution cum capital withdrawal option	26.952
Kotak Focused Fund-Direct Plan- Income Distribution cum capital withdrawal option	29.767
LIC MF Focused Fund-Direct Plan-Growth	23.6772
LIC MF Focused Fund-Direct Plan-IDCW	23.6536
LIC MF Focused Fund-Regular Plan-Growth	21.4816
LIC MF Focused Fund-Regular Plan-IDCW	21.4814
Mahindra Manulife Focused Fund - Direct Plan - IDCW	22.0882
Mahindra Manulife Focused Fund - Direct Plan -Growth	30.1457
Mahindra Manulife Focused Fund - Regular Plan - Growth	27.4447
Mahindra Manulife Focused Fund - Regular Plan - IDCW	19.8010
Mirae Asset Focused Fund Direct IDCW	26.329
Mirae Asset Focused Fund Direct Plan Growth	28.625
Mirae Asset Focused Fund Regular IDCW	24.085
Mirae Asset Focused Fund Regular Plan Growth	26.199
Motilal Oswal Focused 25 Fund (MOF25)- Direct Plan Growth Option	51.6771
Motilal Oswal Focused 25 Fund (MOF25)- Regular Plan Growth Option	44.0302
Motilal Oswal Focused 25 Fund Direct - IDCW Payout/Reinvestment	22.8228
Motilal Oswal Focused 25 Fund Regular - IDCW Payout/Reinvestment	19.5298
NIPPON INDIA FOCUSED  FUND - DIRECT Plan - IDCW Option	49.7271
NIPPON INDIA FOCUSED  FUND - IDCW OPTION	36.1512
Nippon India Focused Fund - Direct Plan Growth Plan - Growth Option	138.3817
Nippon India Focused Fund -Growth Plan -Growth Option	125.4535
Old Bridge Focused Fund - Direct Growth	12.49
Old Bridge Focused Fund - Direct IDCW	12.49
Old Bridge Focused Fund - Regular Growth	12.26
Old Bridge Focused Fund - Regular IDCW	12.26
quant Focused Fund - Growth Option - Regular Plan	86.5514
quant Focused Fund - Growth Option-Direct Plan	96.5225
quant Focused Fund - IDCW Option - Direct Plan	56.4249
quant Focused Fund - IDCW Option - Regular Plan	64.3547
SBI Focused Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	104.1108
SBI FOCUSED FUND - DIRECT PLAN -GROWTH	427.2258
SBI Focused Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	69.4064
SBI FOCUSED FUND - REGULAR PLAN -GROWTH	379.4591
Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Growth Option	181.7221
Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option (IDCW)	46.2091
Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Income Distribution CUM Capital Withdrawal Option (IDCW)	42.3473
Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)-Growth Option	163.5257
TATA Focused Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option	26.4828
TATA Focused Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option	26.4828
TATA Focused Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option	23.9818
TATA Focused Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option	23.9818
Tata Focused Fund-Direct Plan-Growth	26.4828
Tata Focused Fund-Regular Plan-Growth	23.9818
Union Focused Fund - Direct Plan - Growth Option	27.45
Union Focused Fund - Direct Plan - IDCW Option	27.45
Union Focused Fund - Regular Plan - Growth Option	25.84
Union Focused Fund - Regular Plan - IDCW Option	25.84
UTI Focused Fund - Direct Plan - Growth Option	16.9992
UTI Focused Fund - Direct Plan - IDCW Payout Option	16.9988
UTI Focused Fund - Regular Plan - Growth Option	15.9345
UTI Focused Fund - Regular Plan - IDCW Payout Option	15.9346
Aditya Birla Sun Life Large & Mid Cap Fund - Growth - Direct Plan	1027.15
Aditya Birla Sun Life Large & Mid Cap Fund - Regular Growth	920.97
Aditya Birla Sun Life Large & Mid Cap Fund -Direct - IDCW	206.71
Aditya Birla Sun Life Large & Mid Cap Fund -Regular - IDCW	134.14
Axis Large & Mid Cap Fund - Direct Plan - Growth	37.28
Axis Large & Mid Cap Fund - Direct Plan - IDCW	26.98
Axis Large & Mid Cap Fund - Regular Plan - Growth	33.71
Axis Large & Mid Cap Fund - Regular Plan - IDCW	21.22
Bajaj Finserv Large and Mid Cap Fund- Direct Plan- Growth	12.910
Bajaj Finserv Large and Mid Cap Fund- Direct Plan- IDCW	12.910
Bajaj Finserv Large and Mid Cap Fund- Regular Plan- Growth	12.581
Bajaj Finserv Large and Mid Cap Fund- Regular Plan- IDCW	12.581
Bandhan Large & Mid Cap Fund - Direct Plan - Growth	164.599
Bandhan Large & Mid Cap Fund - Direct Plan - IDCW	40.428
Bandhan Large & Mid Cap Fund - Regular Plan - Growth	140.625
Bandhan Large & Mid Cap Fund - Regular Plan - IDCW	30.708
BANK OF INDIA Large & Mid Cap Fund Direct  Plan- Quarterly IDCW	29.30
BANK OF INDIA Large & Mid Cap Fund Direct Plan- Bonus	54.47
BANK OF INDIA Large & Mid Cap Fund Direct Plan-Growth	105.49
BANK OF INDIA Large & Mid Cap Fund Direct Plan-Regular IDCW	28.86
BANK OF INDIA Large & Mid Cap Fund Eco Plan- Growth	100.76
BANK OF INDIA Large & Mid Cap Fund Eco Plan-Bonus	100.76
BANK OF INDIA Large & Mid Cap Fund Eco Plan-Quarterly IDCW	28.42
BANK OF INDIA Large & Mid Cap Fund Eco Plan-Regular IDCW	28.21
BANK OF INDIA Large & Mid Cap Fund Regular Plan- Growth	91.41
BANK OF INDIA Large & Mid Cap Fund Regular Plan- Quarterly IDCW	33.29
BANK OF INDIA Large & Mid Cap Fund Regular Plan- Regular IDCW	27.28
BANK OF INDIA Large & Mid Cap Fund Regular Plan-Bonus	91.40
Baroda BNP Paribas Large and Mid Cap Fund- Direct Plan -Growth Option	29.9425
Baroda BNP Paribas Large and Mid Cap Fund-Direct Plan-IDCW Option	22.9465
Baroda BNP Paribas Large and Mid Cap Fund-Regular Plan-Growth Option	27.7414
Baroda BNP Paribas Large and Mid Cap Fund-Regular plan-IDCW Option	19.9993
CANARA ROBECO LARGE AND MID CAP FUND - DIRECT PLAN - GROWTH OPTION	297.4500
CANARA ROBECO LARGE AND MID CAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	135.1000
CANARA ROBECO LARGE AND MID CAP FUND - REGULAR PLAN - GROWTH OPTION	258.8100
CANARA ROBECO LARGE AND MID CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	88.4800
DSP Large & Mid Cap Fund - Direct Plan - Growth	717.878
DSP Large & Mid Cap Fund - Direct Plan - IDCW	116.438
DSP Large & Mid Cap Fund - Regular Plan - Growth	640.161
DSP Large & Mid Cap Fund - Regular Plan - IDCW	40.693
Edelweiss Large & Mid Cap Fund - Direct Plan - Growth Option	106.476
Edelweiss Large & Mid Cap Fund - Regular Plan - Growth Option	90.051
Edelweiss Large and Mid Cap Fund - Direct Plan - IDCW Option	41.3
Edelweiss Large and Mid Cap Fund - Regular Plan - IDCW Option	34.344
Franklin India Large & Mid Cap Fund - Direct - Growth	217.9850
Franklin India Large & Mid cap Fund - Direct - IDCW	25.8644
Franklin India Large & Mid Cap Fund - Growth Plan	197.9153
Franklin India Large & Mid Cap Fund - IDCW	22.5822
HDFC Large and Mid Cap Fund - Growth Option	351.591
HDFC Large and Mid Cap Fund - Growth Option - Direct Plan	370.754
HDFC Large and Mid Cap Fund - IDCW Option	38.696
HDFC Large and Mid Cap Fund - IDCW Option - Direct Plan	50.698
Helios Large & Mid Cap Fund - Direct Plan - Growth Option	11.39
Helios Large & Mid Cap Fund - Direct Plan - IDCW Option	11.39
Helios Large & Mid Cap Fund - Regular Plan - Growth Option	11.19
Helios Large & Mid Cap Fund - Regular Plan - IDCW Option	11.19
HSBC Large & Mid Cap Fund - Direct Growth	30.4053
HSBC Large & Mid Cap Fund - Direct IDCW	23.2617
HSBC Large & Mid Cap Fund - Regular Growth	27.7166
HSBC Large & Mid Cap Fund - Regular IDCW	21.1285
ICICI Prudential Large & Mid Cap Fund - Direct Plan - Growth	1181.42
ICICI Prudential Large & Mid Cap Fund - Direct Plan - IDCW	55.19
ICICI Prudential Large & Mid Cap Fund - Growth	1054.15
ICICI Prudential Large & Mid Cap Fund - IDCW	30.93
Invesco India Large & Mid Cap Fund - Direct Plan - Growth	123.62
Invesco India Large & Mid Cap Fund - Direct Plan - IDCW (Payout / Reinvestment)	57.31
Invesco India Large & Mid Cap Fund - Regular Plan - Growth	104
Invesco India Large & Mid Cap Fund - Regular Plan - IDCW (Payout / Reinvestment)	46.75
ITI Large & Midcap Fund - Direct Plan - Growth	9.9890
ITI Large & Midcap Fund - Direct Plan - IDCW Option	9.9890
ITI Large & Midcap Fund - Regular Plan - Growth	9.7855
ITI Large & Midcap Fund - Regular Plan - IDCW Option	9.7855
JM Large & Mid Cap Fund (Direct) - Growth Option	10.6266
JM Large & Mid Cap Fund (Direct) - IDCW	10.6266
JM Large & Mid Cap Fund (Regular) - Growth Option	10.5626
JM Large & Mid Cap Fund (Regular) - IDCW	10.5626
Kotak Large & Midcap Fund - Direct- Growth	408.81
Kotak Large & Midcap Fund - Growth-Regular	354.786
Kotak Large & Midcap Fund - IDCW-Direct	72.138
Kotak Large & Midcap Fund - IDCW-Regular	61.897
LIC MF Large & Mid Cap Fund-Direct Plan-Growth	45.35
LIC MF Large & Mid Cap Fund-Direct Plan-IDCW	35.981
LIC MF Large & Mid Cap Fund-Regular Plan-Growth	39.2244
LIC MF Large & Mid Cap Fund-Regular Plan-IDCW	31.7581
Mahindra Manulife Large & Mid Cap Fund - Direct Plan - IDCW	23.6641
Mahindra Manulife Large & Mid Cap Fund - Direct Plan -Growth	30.4571
Mahindra Manulife Large & Mid Cap Fund - Regular Plan - Growth	27.4939
Mahindra Manulife Large & Mid Cap Fund - Regular Plan - IDCW	20.9654
Mirae Asset Large & Midcap Fund - Direct Plan - Growth	178.409
Mirae Asset Large & Midcap Fund - Direct Plan - IDCW	90.133
Mirae Asset Large & Midcap Fund - Regular Plan - Growth	158.003
Mirae Asset Large & Midcap Fund - Regular Plan - IDCW	52.374
Motilal Oswal Large and Midcap Fund - Direct Plan Growth	37.6409
Motilal Oswal Large and Midcap Fund - Regular Plan Growth	34.3826
Motilal Oswal Large and Midcap Fund Direct - IDCW Payout/Reinvestment	28.6016
Motilal Oswal Large and Midcap Fund Regular - IDCW Payout/Reinvestment	26.2482
Navi Large & Midcap Fund - Direct Annual IDCW Payout	42.9986
Navi Large & Midcap Fund - Direct Half Yearly IDCW Payout	43.0364
Navi Large & Midcap Fund - Direct Normal IDCW Payout	43.1463
Navi Large & Midcap Fund - Regular Annual IDCW payout	37.3227
NAVI Large & Midcap Fund - Regular Half Yearly IDCW Payout	36.2975
Navi Large & Midcap Fund - Regular Normal IDCW Payout	36.2842
Navi Large & Midcap Fund- Direct Plan- Growth Option	43.672
Navi Large & Midcap Fund- Regular Plan- Growth Option	36.2886
NIPPON INDIA VISION FUND - IDCW Option	68.0759
Nippon India Vision Fund-GROWTH PLAN-Bonus Option	255.1193
Nippon India Vision Fund-GROWTH PLAN-Growth Option	1514.7138
NIPPON INDIA VISION LARGE & MID CAP  FUND - DIRECT Plan - IDCW Option	77.1424
Nippon India Vision Large & Mid Cap Fund - Direct Plan Growth Plan - Bonus Option	276.7302
Nippon India Vision Large & Mid Cap Fund - Direct Plan Growth Plan - Growth Option	1632.2261
Nippon India Vision Large & Mid Cap Fund Institutional Dividend Plan	258.7308
PGIM India Large and Midcap Fund - Direct Plan - Growth Option	13.12
PGIM India Large and Midcap Fund - Direct Plan - IDCW option	12.52
PGIM India Large and Midcap Fund - Regular Plan - Growth Option	12.72
PGIM India Large and Midcap Fund - Regular Plan - IDCW Option	12.42
quant Large & Mid Cap Fund - Bonus Option - Regular Plan	116.4944
quant Large & Mid Cap Fund - Bonus Option-Direct Plan	116.4944
quant Large & Mid Cap Fund - Growth Option	116.2365
quant Large & Mid Cap Fund - Growth Option-Direct Plan	127.8247
quant Large & Mid Cap Fund - IDCW Option - Direct Plan	59.5189
quant Large & Mid Cap Fund - IDCW Option - Regular Plan	70.9504
Samco Large & Mid Cap Fund - Direct Plan - Growth Option	9.40
Samco Large & Mid Cap Fund - Regular Plan - Growth Option	9.34
SBI Large & Midcap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	369.1393
SBI Large & Midcap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	294.0609
SBI LARGE & MIDCAP FUND -DIRECT PLAN -Growth	708.2217
SBI LARGE & MIDCAP FUND- REGULAR PLAN -Growth	650.8840
Sundaram Large and Midcap Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	34.5844
Sundaram Large and Midcap Fund Direct Plan - Growth	100.2540
Sundaram Large and Midcap Fund Regular Plan - Growth	88.8032
Sundaram Large and Midcap Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)	29.9707
Tata Large & MId Cap Fund -Direct Plan- Growth Option	602.3147
Tata Large & Mid Cap Fund Direct Plan - Payout of IDCW Option	118.0109
Tata Large & Mid Cap Fund Regular Plan - Payout of IDCW Option	84.8075
Tata Large & Mid Cap Fund- Regular Plan - Growth Option	526.1273
Union Large & Midcap Fund - Direct Plan - Growth Option	28.28
Union Large & Midcap Fund - Direct Plan - IDCW Option	28.28
Union Large & Midcap Fund - Regular Plan - Growth Option	26.27
Union Large & Midcap Fund - Regular Plan - IDCW Option	26.27
UTI Large & Mid Cap Fund - Direct Plan - Growth Option	201.003
UTI Large & Mid Cap Fund - Direct Plan - IDCW	98.7747
UTI Large & Mid Cap Fund - Regular Plan - Growth Option	187.0215
UTI Large & Mid Cap Fund - Regular Plan - IDCW	91.1087
Whiteoak Capital Large & Mid Cap Fund Direct Plan Growth	14.175
Whiteoak Capital Large & Mid Cap Fund Regular Plan Growth	13.737
Aditya Birla Sun Life Large Cap Fund - Growth - Direct Plan	607.96
Aditya Birla Sun Life Large Cap Fund-DIRECT - IDCW	97.78
Aditya Birla Sun Life Large Cap Fund-Growth	548.84
Aditya Birla Sun Life Large Cap Fund-Regular - IDCW	40.85
Axis Large Cap Fund - Direct Plan - Growth	72.18
Axis Large Cap Fund - Direct Plan - IDCW	28.20
Axis Large Cap Fund - Regular Plan - Growth	62.55
Axis Large Cap Fund - Regular Plan - IDCW	19.76
BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - GROWTH	10.624
BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - IDCW	10.624
BAJAJ FINSERV LARGE CAP FUND - REGULAR PLAN - GROWTH	10.424
BAJAJ FINSERV LARGE CAP FUND - REGULAR PLAN - IDCW	10.424
BANDHAN Large Cap Fund - Regular Plan - Growth	80.701
BANDHAN Large Cap Fund - Regular Plan - IDCW	23.733
BANDHAN Large Cap Fund-Direct Plan-Growth	93.075
BANDHAN Large Cap Fund-Direct Plan-IDCW	31.257
BANK OF INDIA Large Cap Fund Direct Plan Growth	17.53
BANK OF INDIA Large Cap Fund Direct Plan IDCW	17.50
BANK OF INDIA Large Cap Fund Regular Plan Growth	16.57
BANK OF INDIA Large Cap Fund Regular Plan IDCW	16.57
BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option	263.5684
BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - IDCW Option	29.2689
BARODA BNP PARIBAS LARGE CAP Fund - Regular Plan - IDCW Option	24.2558
BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option	227.5089
CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - GROWTH OPTION	75.7700
CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	58.1000
CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION	65.3000
CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	31.7300
DSP Large Cap Fund - Direct Plan - Growth	536.21
DSP Large Cap Fund - Direct Plan - IDCW	31.324
DSP Large Cap Fund - Regular Plan - Growth	488.933
DSP Large Cap Fund - Regular Plan - IDCW	27.152
Edelweiss Large Cap Fund - Direct Plan - IDCW Option	41.02
Edelweiss Large Cap Fund - Direct Plan-Growth option	100.72
Edelweiss Large Cap Fund - Plan B - IDCW Option	88.84
Edelweiss Large Cap Fund - Plan C - IDCW Option	70.82
Edelweiss Large Cap Fund - Regular Plan - Growth Option	87.26
Edelweiss Large Cap Fund - Regular Plan - IDCW Option	28.77
Edelweiss Large Cap Fund -Plan B - Growth option	87.79
Edelweiss Large Cap Fund -Plan C - Growth option	86.64
Franklin India Large Cap Fund - Direct - IDCW	57.4170
Franklin India Large Cap Fund - IDCW	49.3463
Franklin India Large Cap Fund- Direct - Growth	1187.7510
Franklin India Large Cap Fund-Growth	1070.0042
Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Direct Plan - Growth Option	53.77
Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Regular Plan- Growth Option	44.62
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	31.15
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Half Yearly -Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	30.23
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	24.02
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	30
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	25.14
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	26.79
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	25.69
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	26.64
HDFC Large Cap Fund - Growth Option - Direct Plan	1281.012
HDFC Large Cap Fund - Growth Option - Regular Plan	1181.858
HDFC Large Cap Fund - IDCW Option - Direct Plan	70.414
HDFC Large Cap Fund - IDCW Option - Regular Plan	59.662
HSBC Large Cap Fund - Direct Growth	547.9856
HSBC Large Cap Fund - Direct IDCW	45.257
HSBC Large Cap Fund - Regular Growth	491.9556
HSBC Large Cap Fund - Regular IDCW	47.8383
ICICI Prudential Bluechip Fund - Institutional Option - I - Growth	37.59
ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - Direct Plan - IDCW	67.43
ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - Growth	116.27
ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - IDCW	34.05
ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth	127.94
Invesco India Largecap Fund - Direct Plan - Growth	86.89
Invesco India Largecap Fund - Direct Plan - IDCW (Payout / Reinvestment)	38.5
Invesco India Largecap Fund - Regular Plan - Growth	72.08
